days_to_detection,t_latent,t_incubation,t_post_incubation,tested_positive,expressed_symptoms,time_removed,symptomatic,vaccinated,FoI
2.2,0.1,2.28656498902827,9.90049087029481,0,1,936.8,1,0,0.262449276501066
3.8,0.1,3.81265822506125,8.58686416115606,0,1,1192.5,1,0,0.256910745644277
6.89999999999999,0.1,5.80309107879694,5.95193901962651,1,0,1218,0,0,6.28505531437505e-07
5.7,0.1,5.76939945138079,6.89616627993026,0,1,1328.3,1,0,1.43406723004304
8.19999999999999,0.1,4.66692308486866,8.62349802592482,1,0,2633,0,0,0.000630321214695699
3.3,0.1,3.32857963808521,8.82058793659238,0,1,2710.5,1,0,0.149788068422364
6.59999999999999,0.1,7.97283571983719,8.69356002039026,1,0,2755,0,0,3.03447334618083
6.49999999999999,0.1,7.57478411952995,7.74757410838149,1,0,2760,1,0,3.55152692789695e-16
7.99999999999999,0.1,4.11961621199574,9.96350842148308,1,0,3730,0,0,0.000798825003102458
4.7,0.1,5.2040206317699,9.78469048881977,1,0,3849,1,0,1.43936428907233
2.8,0.1,2.81976610068534,7.37445783947041,0,1,3850.4,1,0,1.36652262175767
6.69999999999999,0.1,10.125369586716,9.32095529931657,1,0,5338,0,0,1.86068034883591e-07
6.19999999999999,0.1,3.69098971707396,7.38053738288636,1,0,6237,0,0,0.00456934132460442
6.59999999999999,0.1,3.03951147803807,9.34599849487638,1,0,6848,0,0,7.79619355134527e-10
5.3,0.1,5.33719740158017,8.72803663619022,0,1,6905.5,1,0,0.030883207022111
7.99999999999999,0.1,10.6035699885436,5.13521739968962,1,0,6908,1,0,0.0504566116128976
3.7,0.1,7.38189744121166,8.69423836663589,1,0,7111,1,0,0.328466414771309
5,0.1,5.88053017503019,5.66198139125855,1,0,7821,1,0,0.000431076158048471
3.9,0.1,4.94396450789241,5.09443979774865,1,0,9313,0,0,2.25319638196446e-15
3.3,0.1,3.39930484308782,6.90418481027458,0,1,9651.3,1,0,0.219439737776108
5.6,0.1,7.2187912495934,5.87960465164111,1,0,10842,1,0,9.41719338933298e-06
3.2,0.1,3.23717225300662,7.44862375662101,0,1,11536.9,1,0,1.51714719966604
4.6,0.1,4.7568896897848,8.1613521126763,1,0,11603,1,0,3.27788894632556e-07
7.29999999999999,0.1,10.0408128180952,5.20137274733982,1,0,11927,1,0,3.50917615049329e-06
2.9,0.1,2.97888149908847,5.83151658459224,0,1,12192.6,1,0,0.0177658597294998
6.29999999999999,0.1,7.60642602089211,5.55793051668437,1,0,12492,0,0,0.00256083829953027
3.2,0.1,6.45977303236885,8.57857448116389,1,0,12521,0,0,2.30400376297776e-07
6.19999999999999,0.1,3.95450569678713,9.25357659200888,1,0,14427,0,0,0.00142644906200448
7.09999999999999,0.1,7.58492460037415,5.03964009038675,1,0,14497,1,0,0.140471499372385
5.9,0.1,7.57563591337143,6.731106795809,1,0,14753,0,0,0.822563546234854
5,0.1,5.48762556998805,5.95090716575663,1,0,14758,0,0,4.13978533886568
4.3,0.1,4.30950793422815,9.1150585071663,0,1,15563,1,0,0.28427108782351
7.59999999999999,0.1,8.6748812984911,9.71410353953934,1,0,16237,1,0,4.32609297899083e-07
5.99999999999999,0.1,6.41925900058251,7.8882276745598,1,0,17023,1,0,6.83955905285559e-06
5.5,0.1,6.81033477363976,6.59935711423881,1,0,17429,1,0,0.0267463332288164
2.9,0.1,7.81583310844304,7.81000638589467,1,0,17712,0,0,2.15820354731244e-06
4.1,0.1,4.14667752638077,7.59183590809055,0,1,18233,1,0,9.30306992381238e-05
6.39999999999999,0.1,8.94551981563656,9.88141720162521,1,0,18250,1,0,1.06120613961273e-09
6.19999999999999,0.1,6.96017256210609,9.53896398385624,1,0,18295,1,0,8.99342221700658e-09
5.4,0.1,5.87008418616923,9.00307320237334,1,0,19307,1,0,0.0508330846760038
5.5,0.1,6.23582667296662,8.37363806107775,1,0,20466,1,0,5.56691441682992e-07
6.89999999999999,0.1,5.96516465197161,6.3471618519298,1,0,20700,0,0,0.154840756059884
13.1,0.1,13.9940034612914,6.12006975306229,1,0,20971,0,0,1.60000037590876e-05
5,0.1,5.0309796842422,8.72956481012343,0,1,21631.6,1,0,1.12669864798914e-08
6.79999999999999,0.1,4.72138247848274,7.85884835766114,1,0,21713,0,0,0.0094536629931011
4.9,0.1,4.90761477946915,9.38672598988349,0,1,21976.4,1,0,0.000298545989735696
3.9,0.1,3.96825612444666,9.21102942072544,0,1,22136.3,1,0,0.000824633771581187
2.9,0.1,2.93526156674467,6.36987061943602,0,1,22169.6,1,0,0.000204402791332027
4.8,0.1,4.37674868266712,9.86467976280068,1,0,22982,0,0,0.0791915710630485
6.49999999999999,0.1,6.59786384077303,5.94639436303406,0,1,23508.9,1,0,0.0801329372437729
4.4,0.1,4.67933960699813,8.87508240405705,1,0,23970,0,0,0.3020728545697
5.9,0.1,4.27795577678069,5.37708117068034,1,0,23976,0,0,2.13954254225339e-14
4.3,0.1,4.32652008606428,5.25604237614352,0,1,24061.5,1,0,4.16081214247725
5.8,0.1,6.11612048623883,8.7821357926228,1,0,24063,1,0,0.086151479504741
4.5,0.1,4.53279662863698,8.09905103032806,0,1,24523.7,1,0,0.00113717086141565
3.3,0.1,3.37367937419027,5.14954324820618,0,1,25497.8,1,0,8.26154279207837
5,0.1,6.73895787288442,6.95112162087787,1,0,26797,1,0,5.11874349793967
4.7,0.1,4.70614578878902,6.23063510190122,0,1,26798.3,1,0,0.00119905529170754
4.2,0.1,4.24522097141124,6.487542718972,0,1,28598.8,1,0,6.15261436957539e-07
6.59999999999999,0.1,8.2781622276665,8.2862707989724,1,0,28600,0,0,1.11961395043076
5.8,0.1,4.21983671481766,8.13643876797532,1,0,28709,0,0,0.0243110571659552
3.7,0.1,8.08632483427314,7.71504919987049,1,0,29187,1,0,4.64817614796452e-07
4.5,0.1,7.33485515444009,5.35410340837889,1,0,29598,1,0,1.93871926123331e-08
6.39999999999999,0.1,4.30046190046544,7.41040184120415,1,0,30098,0,0,4.78855785991609e-13
3.1,0.1,3.99006622165115,9.80656706344959,1,0,30885,1,0,9.18122316027092e-08
3.5,0.1,3.56129825254627,6.34242289767667,0,1,30906.5,1,0,1.86376929250103e-12
4.7,0.1,2.90525988425676,8.36113621737606,1,0,31870,0,0,0.000242124472935077
5.4,0.1,6.56786153224681,7.5365240340198,1,0,32065,0,0,1.60645600151737e-09
2.4,0.1,2.42898999979241,5.54009836452944,0,1,32522.9,1,0,0.059695472192659
6.89999999999999,0.1,6.90202666923905,7.56984975287695,1,1,32624,1,0,0.314553381237492
5,0.1,5.04819952405408,8.15138383661138,0,1,32645.9,1,0,0.0162034968772633
4,0.1,3.29516857698118,5.58727412028257,1,0,32671,0,0,0.808364801692065
5,0.1,6.66508213948806,5.06362783390057,1,0,32827,1,0,0.212647516260015
5.2,0.1,4.04680892483835,9.86911185110809,1,0,32850,0,0,7.95138279303049e-05
6.49999999999999,0.1,6.60333168956068,6.40770262849797,1,0,33261,0,0,0.499077901772737
3.8,0.1,3.88242747531578,8.71459657509916,0,1,33263.8,1,0,4.70600813888779
4.3,0.1,6.50086049737659,5.39760984742265,1,0,35435,1,0,1.50233500056725
3.4,0.1,3.47554258089803,7.35889118086051,0,1,37079.9,1,0,0.0794459821643905
7.59999999999999,0.1,7.69671610391189,5.71951307846038,0,1,37279,1,0,0.987261339077114
3.1,0.1,3.18557332422137,5.50330309573792,0,1,37863.7,1,0,0.820311801138066
6.09999999999999,0.1,4.50895874970856,7.85985285859141,1,0,39185,0,0,2.4284928194027e-15
6.89999999999999,0.1,3.69959057941666,8.41538832491394,1,0,39617,0,0,1.23193392316624
8.59999999999999,0.1,8.6100745374455,8.5940708961062,0,1,39835.5,1,0,0.121957465951313
3.6,0.1,3.69215561218015,7.81339257670588,0,1,40716,1,0,0.0014578828125566
3,0.1,3.0295028189902,9.44621147810815,0,1,41077.3,1,0,0.0550431908700269
9.19999999999998,0.1,9.25477316131041,6.20954641157152,0,1,41221.2,1,0,2.50310152004061
5.7,0.1,5.7759591874799,6.21715899580951,0,1,41224.7,1,0,7.91642652316475
2.7,0.1,2.7160406929486,8.13016343591742,0,1,41958,1,0,0.768656307541877
5.3,0.1,3.01440962176039,5.16753516059581,1,0,42708,0,0,2.81257861133006e-07
2.9,0.1,2.99058926026137,6.86564200529541,0,1,43475.4,1,0,8.49455260126796e-08
7.79999999999999,0.1,9.86582179264775,6.70462573341159,1,0,43842,1,0,4.18582585363108e-05
5.99999999999999,0.1,4.03938572001576,9.5350449426219,1,0,44618,0,0,0.0112103925842566
3.1,0.1,3.19858872590406,7.86007401400559,0,1,45326.1,1,0,0.000130255086860429
6.99999999999999,0.1,6.75927617791112,8.94197861383745,1,0,45651,0,0,3.81170392142982e-07
3.9,0.1,3.95869411104306,8.559281723881,0,1,45652.6,1,0,0.00108836305166763
6.39999999999999,0.1,8.02079196555814,8.97923458202064,1,0,45680,0,0,8.85968851609388e-06
4.8,0.1,6.9660563569116,9.45918034149926,1,0,49633,1,0,6.61738388275133e-07
8.59999999999999,0.1,8.18695693170977,7.0727680378443,1,0,50468,0,0,0.0850524812503534
2.7,0.1,2.70168503410948,8.60029664684322,0,1,50518.9,1,0,0.0197494018390229
5.8,0.1,6.53457015851813,8.76220617549322,1,0,51753,0,0,0.965140777447784
4.1,0.1,6.09686744020524,9.14712388095998,1,0,52979,0,0,1.23850820545294e-10
2.6,0.1,3.90998327228586,7.70337998281769,1,0,53081,1,0,3.79419157860426
5.3,0.1,6.42975753602978,9.34380776553401,1,0,54275,1,0,0.010752931161566
4.8,0.1,6.42022325169752,6.46112288658104,1,0,54276,1,0,3.40942836152945e-10
5.4,0.1,3.42044829298249,7.10149585640154,1,0,56443,0,0,0.000108342441277952
3.2,0.1,3.27238434594817,7.02726665244373,0,1,56990.8,1,0,0.598893494603889
5.3,0.1,5.33191179625524,9.0888017438935,1,0,57539,0,0,1.41428272370054e-05
3.6,0.1,3.6468311324155,8.8302120519456,0,1,58296.9,1,0,3.48884140893461e-11
2.9,0.1,2.94342419743486,9.6882936998265,0,1,59278.5,1,0,4.25213947562057e-07
4.5,0.1,4.39865147486446,8.68364771356675,1,0,60229,0,0,0.00810682376999125
3,0.1,3.09728321690624,8.49240093519394,0,1,60617.9,1,0,5.01891815050915e-09
6.29999999999999,0.1,3.4272912356431,8.10262699428122,1,0,60949,0,0,0.198754489423373
3.8,0.1,3.86711830724918,5.60920408996979,0,1,62274.1,1,0,5.83689036793615e-06
6.19999999999999,0.1,9.93756540855064,9.48978460965268,1,0,62812,1,0,4.33337549746256e-06
6.39999999999999,0.1,8.81399556205634,6.17931071470904,1,0,62885,1,0,7.92208427847713e-14
