days_infectious_community,days_in_quar,days_in_extended_quar,days_in_isolation,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliant,FoI_max,integrated_FoI
12.9979843089893,4,0,0,0.1,5.30880992650338,8.08917438248588,4,0,1,0,0,0.0427457091450163,0.215404249442558
17.2196251279465,1,0,0,0.1,8.48626888514189,9.43335624280462,29,0,1,0,0,0.824202684586005,5.60377021587353
1.44843987328197,1,0,0,0.1,3.11149161256242,8.13694826071955,43,1,0,0,0,1.91868458006169,0.090343810411829
1.92792948359546,1,0,0,0.1,2.95158520718545,7.67634427641001,75,1,0,0,0,0.123399583891919,0.0114808573352821
12.0069607949059,1,0,0,0.1,3.59813576374651,9.5088250311594,85,1,1,0,0,0.000530234785779703,0.00251074803236642
9.2057207995313,1,0,0,0.1,4.82573777885201,7.67998302067929,99,1,1,0,0,0.0266230049063319,0.105279233034246
9.35231667698434,1,0,0,0.1,7.75524970241723,8.39706697456711,155,1,1,0,0,0.000569546341038645,0.00220254851667481
5.46499519884523,1,0,0,0.1,2.6195115563556,7.44548364248963,183,1,0,0,0,7.50554632986958,8.34399903097918
10.4898779330772,2,0,0,0.1,5.89663274340389,5.49324518967331,184,0,0,0,0,0.000189353700309469,0.000817787732338089
7.69135179998432,1,0,0,0.1,4.96687150606465,8.72448029391967,198,1,1,0,0,1.60022445800114,3.40060200131267
8.29220587371978,1,0,0,0.1,3.93492657581658,8.1572792979032,225,1,1,0,0,0.691221266133736,2.05112468733284
4.27501284013753,13,0,9.99999999999998,0.1,11.3788324853214,9.69618035481608,247,0,0,0,1,0.438192193073435,0.182086542510464
9.92231084138645,1,0,0,0.1,6.9894618242467,7.23284901713975,260,1,1,0,0,0.0021064354395937,0.00971726577331497
8.47386895699595,1,0,0,0.1,7.18812635462405,6.7857426023719,295,1,0,0,0,0.594034004313555,2.32695201705006
9.52340937686642,1,0,0,0.1,2.29268406503692,8.9307253118295,295,1,1,0,0,4.65729460646165e-06,1.70092255554145e-05
11.9792528983559,1,0,0,0.1,6.84012520994585,6.23912768841,333,1,1,0,0,0.782065130038326,3.88099768707862
14.2881493206974,5,0,0,0.1,8.69646298481281,5.79168633588461,337,0,1,0,0,0.0725688988543376,0.407657557044806
