days_infectious_community,days_in_quar,days_in_extended_quar,days_in_isolation,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliant,FoI_max,integrated_FoI
2.07923563647961,6.99999999999999,0,0,0.1,6.96269942543749,6.41653621104209,1207,1,0,1,1,0.0883634968049565,0.0120483917801811
4.08901274893356,6.99999999999999,0,0,0.1,4.67280503666258,9.11620771227096,1568,1,0,1,1,0.00295996505180137,0.00120373097573911
10.2930125036429,6.99999999999999,0,0,0.1,10.3123167668034,8.28069573683944,2526,1,1,1,1,3.00043361505176e-05,0.000143779224678471
8.99782657417511,6.99999999999999,0,0,0.1,3.89473016336642,8.40309641080869,3177,0,1,0,1,1.0677046366552e-08,3.73771808394655e-08
5.82109472541485,6.99999999999999,0,0,0.1,6.49711559702078,6.42397912839405,3177,1,0,1,1,4.04520527787304,6.82916448538684
8.68392473735994,6.99999999999999,0,0,0.1,4.68587193687701,7.69805280048293,3177,0,0,0,1,0.0128544223838336,0.0462719467888176
1.8098471790521,6.99999999999999,0,0,0.1,2.3825352834962,8.42731189555588,3633,1,0,1,1,0.0660676095883583,0.00481024750589498
1.78749182180931,3,0,9.99999999999998,0.1,6.6572000037795,9.93029181802977,4429,1,0,1,1,9.821209189724e-08,5.77886057600272e-09
6.55088585375032,6.99999999999999,0,0,0.1,2.42707138875878,5.92381446499154,4461,0,0,0,1,1.11999303529018,2.95005559372701
18.1415418636364,6.99999999999999,0,0,0.1,17.9391464358923,9.20239542774408,4461,1,0,1,1,1.17877520692822,11.0690134056609
6.62621812917349,6.99999999999999,0,0,0.1,6.96686477595255,6.75935335322094,4847,1,1,1,1,3.94546351439297e-09,8.74656115673785e-09
10.7706569782425,6.99999999999999,0,0,0.1,13.3609034100633,5.50975356817919,5008,1,1,1,1,1.82959753206896,11.0045814925153
0.256276113748381,5.99999999999999,0,9.99999999999998,0.1,8.74575321673502,8.41052289701333,5595,1,0,1,1,1.23342128564757e-06,1.59320768148686e-09
