exposure_days,days_in_quar,days_in_extended_quar,days_in_iso,t_latent,t_incubation,t_post_incubation,time_discharged,index_case,symptomatic,vaccinated,compliance,FoI_max,FoI_community
0.9999999999999999,0.9999999999999999,0.0,10.999999999999977,0.1,5.874151637406766,7.4175731923471036,55.0,1,1,1,0.5,0.03549490070490548,0.13525902890112498
4.000000000000002,4.000000000000002,0.0,9.99999999999998,0.1,7.1939213891978415,9.16707402119124,57.0,1,0,1,0.5,0.07115919711508682,1.4623424119230304
4.000000000000002,4.000000000000002,0.0,9.99999999999998,0.1,7.7106255461940885,9.759413575417824,85.0,1,0,1,0.5,0.00047251883085432507,0.012232478191371245
0.9999999999999999,3.0000000000000013,0.0,10.999999999999977,0.1,3.9999836977823375,9.361862251701307,99.0,1,1,1,0.5,8.383821534089318e-6,5.955388054598265e-6
4.000000000000002,4.000000000000002,0.0,10.999999999999977,0.1,7.203232861765762,5.866638284658475,114.0,1,1,1,0.5,0.03633100438702722,0.2755205398920423
0.9999999999999999,13.999999999999966,0.0,0.0,0.1,5.794030487947621,6.0960004230462905,155.0,1,0,1,0.5,0.29320351553948953,0.6875315535384435
3.4000000000000017,12.99999999999997,0.0,9.99999999999998,0.1,9.85299451592976,9.238243889967947,164.0,1,0,1,0.5,1.0379371822607908,13.049018380456054
2.0000000000000004,4.000000000000002,0.0,10.999999999999977,0.1,4.9783456414352045,7.0915071000258845,226.0,1,1,1,0.5,1.9849860641065273e-5,2.3850576842231073e-5
4.000000000000002,4.000000000000002,0.0,10.999999999999977,0.1,4.2791451094241895,8.958379575077437,240.0,1,1,1,0.5,1.465499602778769e-6,1.1236942266416354e-5
2.0000000000000004,2.0000000000000004,0.0,10.999999999999977,0.1,8.857175774720535,6.445197698424168,252.0,1,1,1,0.5,5.723145381079199e-6,2.071587512843977e-5
0.9999999999999999,0.9999999999999999,0.0,10.999999999999977,0.1,4.5663581532106905,7.329704727169533,252.0,1,1,1,0.5,1.7765317444926866e-11,1.0512713962962953e-10
0.9999999999999999,2.0000000000000004,0.0,10.999999999999977,0.1,7.477776499652151,6.047725513079335,254.0,1,1,1,0.5,0.13704345815765417,0.14971897363772116
2.0000000000000004,4.000000000000002,0.0,9.99999999999998,0.1,6.868121638082711,7.0714740410961685,281.0,1,0,1,0.5,0.12047596622126876,0.7274014559777651
2.0000000000000004,4.000000000000002,0.0,9.99999999999998,0.1,1.7953491369265495,5.886055909568658,323.0,1,0,1,0.5,0.0003202876953528075,0.0010713683418181084
0.9999999999999999,4.000000000000002,0.0,10.999999999999977,0.1,5.1600146821734825,8.721813145212298,329.0,1,1,1,0.5,0.003101002549845542,0.019254813473899506
0.9999999999999999,2.0000000000000004,0.0,10.999999999999977,0.1,7.369730619254168,5.262120077092352,350.0,1,1,1,0.5,4.3780028863557775e-5,4.7635618041814856e-5
3.0000000000000013,12.99999999999997,0.0,9.99999999999998,0.1,7.436709109924523,7.961617906121573,364.0,1,0,1,0.5,3.5132051832159206e-5,0.0005908605930920307
0.9999999999999999,4.000000000000002,0.0,12.99999999999997,0.1,7.059712824860599,8.471261671910563,368.0,1,1,1,0.5,0.2493140286589205,0.1522499280483441
2.0000000000000004,4.000000000000002,0.0,9.99999999999998,0.1,6.46766022553974,9.400860141951402,379.0,1,0,1,0.5,0.0009157769131228848,0.0013541503956002563
0.9999999999999999,4.000000000000002,0.0,10.999999999999977,0.1,6.763036674638468,6.489812267202042,398.0,1,1,1,0.5,5.7741837798719585e-9,3.808046001971086e-8
0.9999999999999999,3.0000000000000013,0.0,10.999999999999977,0.1,7.079551823164533,7.945066871558436,402.0,1,1,1,0.5,0.09188960964641374,0.7332548809171289
0.9999999999999999,4.000000000000002,0.0,11.999999999999973,0.1,7.101377113742694,5.20584390426115,427.0,1,1,1,0.5,0.000933083318385167,0.0011009424496340398
0.9999999999999999,4.000000000000002,0.0,11.999999999999973,0.1,6.348366811631084,5.070606267182733,441.0,1,1,1,0.5,0.009227445578964428,0.0036736113739400285
3.0000000000000013,4.000000000000002,0.0,10.999999999999977,0.1,6.933538888702551,8.00542565188658,450.0,1,1,1,0.5,0.057600535549926266,0.40224495358598766
0.9999999999999999,2.0000000000000004,0.0,10.999999999999977,0.1,8.337346957741518,6.307597447484328,451.0,1,1,1,0.5,1.5106458715457739e-9,1.1033306969099264e-8
0.9999999999999999,4.000000000000002,0.0,10.999999999999977,0.1,3.7324536311866927,5.429060834166303,458.0,1,1,1,0.5,0.009771425092895773,0.009385272049303431
2.0000000000000004,3.0000000000000013,0.0,10.999999999999977,0.1,4.950301049333808,5.519784512889448,463.0,1,1,1,0.5,7.622477452331383,12.008069425252275
2.0000000000000004,3.0000000000000013,4.000000000000002,12.99999999999997,0.1,6.560727725847163,7.978877673787991,469.0,0,1,0,0.5,2.7906962647777574e-12,2.9818778839168816e-12
0.9999999999999999,2.0000000000000004,0.0,10.999999999999977,0.1,4.385795878256654,7.433152398919259,492.0,1,1,1,0.5,0.001938989896430517,0.015361662743486555
3.0000000000000013,4.000000000000002,0.0,10.999999999999977,0.1,6.704875444443442,6.344180486078475,496.0,1,1,1,0.5,0.00041643471405201313,0.003336301579560645
2.0000000000000004,4.000000000000002,0.0,9.99999999999998,0.1,8.362719679988531,7.3539888225601215,504.0,1,0,1,0.5,0.0020048131571493524,0.009528740975533469
0.9999999999999999,2.0000000000000004,0.0,10.999999999999977,0.1,3.0915570530980054,7.141195969527798,510.0,1,1,1,0.5,8.303119903868304e-5,5.429709525578148e-5
